編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPXNMLSKNHLFFDA98CC,26,70.33,工業用,鋼筋混凝土造,79年7月5日,十三層,
RPXNMLSKNHLFFDA98CC,26,86.77,共有部分,鋼筋混凝土造,79年7月5日,十三層,
RPXNMLSKNHLFFDA98CC,26,135.94,見使用執照,鋼筋混凝土造,79年7月5日,十三層,
RPPOMLSKNHLFFDA28CC,41,677.32,工業用,鋼筋混凝土造,64年6月26日,十一層,
RPWOMLSKNHLFFDA98CC,,84.18,住家用,鋼筋混凝土造,,七層,
RPWOMLSKNHLFFDA98CC,,15.88,共有部分,鋼筋混凝土造,,七層,
RPWOMLSKNHLFFDA98CC,,14.39,見使用執照,鋼筋混凝土造,,七層,
RPQPMLSKNHLFFDA48CC,5,157.68,住家用,鋼筋混凝土造,100年7月8日,九層,
RPQPMLSKNHLFFDA48CC,5,40.89,見其他登記事項,鋼筋混凝土造,100年7月8日,九層,
RPQPMLSKNHLFFDA48CC,5,40.02,見其他登記事項,鋼筋混凝土造,100年7月8日,九層,
RPUNMLSKNHLFFEA78CC,49,89.86,住商用,加強磚造,56年6月13日,二層,
RPXOMLSKNHLFFEA56CC,45,247.60,住家用,加強磚造,60年6月7日,二層,
RPOPMLSKNHLFFEA38CC,4,123.63,住家用,鋼筋混凝土造,101年1月16日,五層,
RPOPMLSKNHLFFEA38CC,4,37.99,見其他登記事項,鋼筋混凝土造,101年1月16日,五層,
RPOPMLSKNHLFFEA38CC,4,37.67,見其他登記事項,鋼筋混凝土造,101年1月16日,五層,
RPWNMLSKNHLFFBA68CC,16,61.35,見使用執照,鋼筋混凝土造,89年6月14日,八層,
RPWNMLSKNHLFFBA68CC,16,23.47,共有部分,鋼筋混凝土造,89年6月14日,八層,
RPPOMLSKNHLFFBA08CC,34,46.14,見使用執照,鋼筋混凝土造,71年7月12日,十一層,
RPPOMLSKNHLFFBA08CC,34,1.75,共有部分,鋼筋混凝土造,71年7月12日,十一層,
RPPOMLSKNHLFFBA08CC,34,15.77,共有部分,鋼筋混凝土造,71年7月12日,十一層,
RPROMLSKNHLFFBA28CC,33,83.53,商業用,鋼筋混凝土造,72年10月14日,七層,
RPROMLSKNHLFFBA28CC,33,13.03,商業用,鋼筋混凝土造,72年10月14日,七層,
RPROMLSKNHLFFBA28CC,33,8.77,共有部分,鋼筋混凝土造,72年10月14日,七層,
RPROMLSKNHLFFBA28CC,33,96.56,見使用執照,鋼筋混凝土造,72年10月14日,七層,
RPSNMLSKNHLFFFA68CC,26,233.79,見使用執照,鋼筋混凝土造,79年9月1日,十二層,
RPUNMLSKNHLFFFA88CC,,38.37,住家用,鋼筋混凝土造,,七層,
RPVNMLSKNHLFFFA98CC,35,80.42,商業用,鋼筋混凝土造,69年11月17日,十四層,
RPVNMLSKNHLFFFA98CC,35,18.76,共有部分,鋼筋混凝土造,69年11月17日,十四層,
RPXNMLSKNHLFFFA56CC,32,119.03,住家用,鋼筋混凝土造,72年11月30日,七層,
RPXNMLSKNHLFFFA56CC,32,30.20,共有部分,鋼筋混凝土造,72年11月30日,七層,
RPPOMLSKNHLFFFA48CC,,112.96,,鋼筋混凝土造,,四層,
RPQOMLSKNHLFFFA58CC,8,61.42,住家用,鋼筋混凝土造,97年10月9日,九層,
RPQOMLSKNHLFFFA58CC,8,32.50,共有部分,鋼筋混凝土造,97年10月9日,九層,
RPROMLSKNHLFFFA68CC,34,51.26,見使用執照,鋼筋混凝土造,70年12月31日,十二層,
RPROMLSKNHLFFFA68CC,34,18.34,共有部分,鋼筋混凝土造,70年12月31日,十二層,
RPTOMLSKNHLFFFA88CC,35,110.67,住家用,鋼筋混凝土造,70年1月7日,七層,
RPTOMLSKNHLFFFA88CC,35,13.90,住家用,鋼筋混凝土造,70年1月7日,七層,
RPTOMLSKNHLFFFA88CC,35,4.42,共有部分,鋼筋混凝土造,70年1月7日,七層,
RPSPMLSKNHLFFDA78DC,35,167.87,住家用,鋼筋混凝土造,70年9月23日,七層,
RPPQMLTKNHLFFCA58DC,28,75.07,商業用,鋼筋混凝土造,77年5月16日,七層,
RPPQMLTKNHLFFCA58DC,28,8.18,共有部分,鋼筋混凝土造,77年5月16日,七層,
RPPNMLTKNHLFFBA18DC,44,81.93,住家用,鋼筋混凝土造,61年9月18日,四層,
RPOOMLTKNHLFFEA48DC,28,90.87,商業用,鋼筋混凝土造,77年4月21日,五層,
RPOOMLTKNHLFFEA48DC,28,10.06,共用部分,鋼筋混凝土造,77年4月21日,五層,
RPROMLTKNHLFFAA38DC,28,49.03,商業用,鋼筋混凝土造,76年11月10日,十二層,
RPROMLTKNHLFFAA38DC,28,3.48,共有部分,鋼筋混凝土造,76年11月10日,十二層,
RPSNMLTKNHLFFAA28CC,7,84.15,住家用,鋼筋混凝土造,98年3月27日,七層,
RPSNMLTKNHLFFAA28CC,7,30.05,共有部分,鋼筋混凝土造,98年3月27日,七層,
RPUNMLTKNHLFFAA48CC,41,110.00,住家用,鋼筋混凝土造,64年6月11日,四層,
RPUOMLTKNHLFFAA58CC,1,137.86,住家用,鋼骨鋼筋混凝土造,104年4月27日,三十三層,
RPUOMLTKNHLFFAA58CC,1,35.16,見其他登記事項,鋼骨鋼筋混凝土造,104年4月27日,三十三層,
RPUOMLTKNHLFFAA58CC,1,1.94,見其他登記事項,鋼骨鋼筋混凝土造,104年4月27日,三十三層,
RPUOMLTKNHLFFAA58CC,1,15.99,見其他登記事項,鋼骨鋼筋混凝土造,104年4月27日,三十三層,
RPUOMLTKNHLFFAA58CC,1,30.75,見其他登記事項,鋼骨鋼筋混凝土造,104年4月27日,三十三層,
RPUOMLTKNHLFFAA58CC,1,14.05,見其他登記事項,鋼骨鋼筋混凝土造,104年4月27日,三十三層,
RPUOMLTKNHLFFAA58CC,1,3.96,見其他登記事項,鋼骨鋼筋混凝土造,104年4月27日,三十三層,
RPVOMLTKNHLFFAA68CC,,95.07,住家用,鋼筋混凝土造,,七層,
RPVOMLTKNHLFFAA68CC,,12.63,共有部分,鋼筋混凝土造,,七層,
RPSNMLTKNHLFFFA78CC,34,145.15,商業用,鋼筋混凝土造,71年5月19日,十二層,
RPSNMLTKNHLFFFA78CC,34,19.81,,鋼筋混凝土造,71年5月19日,十二層,
RPVNMLTKNHLFFFA09CC,17,62.14,住家用,鋼筋混凝土造,87年12月1日,十四層,
RPVNMLTKNHLFFFA09CC,17,21.39,共有部分,鋼筋混凝土造,87年12月1日,十四層,
RPVNMLTKNHLFFFA09CC,17,18.75,共有部分,鋼筋混凝土造,87年12月1日,十四層,
RPXNMLTKNHLFFFA66CC,,105.70,,鋼筋混凝土造,,十一層,
RPXNMLTKNHLFFFA66CC,,18.08,共有部分,鋼筋混凝土造,,十一層,
RPROMLTKNHLFFFA78CC,8,43.84,住家用,鋼筋混凝土造,97年6月27日,十四層,
RPROMLTKNHLFFFA78CC,8,5.64,共有部分,鋼筋混凝土造,97年6月27日,十九層,
RPROMLTKNHLFFFA78CC,8,13.94,共有部分,鋼筋混凝土造,97年6月27日,十四層,
RPROMLTKNHLFFFA78CC,8,3.37,共有部分,鋼筋混凝土造,97年6月27日,十四層,
RPROMLTKNHLFFFA78CC,8,1.98,共有部分,鋼筋混凝土造,97年6月27日,十九層,
RPVOMLTKNHLFFFA56CC,34,125.63,住家用,鋼筋混凝土造,71年8月16日,十二層,
RPVOMLTKNHLFFFA56CC,34,15.52,共有部分,鋼筋混凝土造,71年8月16日,十二層,
RPXNMLTKNHLFFBA88CC,,103.81,,加強磚造,,三層,
RPOOMLTKNHLFFBA08CC,8,111.08,住家用,鋼骨鋼筋混凝土造,97年8月20日,十三層,
RPOOMLTKNHLFFBA08CC,8,40.46,共有部分,鋼骨鋼筋混凝土造,97年8月20日,十三層,
RPPOMLTKNHLFFBA18CC,23,70.50,住家用,鋼筋混凝土造,81年11月20日,十二層,
RPPOMLTKNHLFFBA18CC,23,14.40,共有部分,鋼筋混凝土造,81年11月20日,十二層,
RPPOMLTKNHLFFBA18CC,23,10.10,共有部分,鋼筋混凝土造,81年11月20日,十二層,
RPQNMLTKNHLFFEA48CC,3,143.93,住家用,鋼筋混凝土造,102年11月8日,十二層,
RPQNMLTKNHLFFEA48CC,3,90.27,住家用,鋼筋混凝土造,102年11月8日,十二層,
RPRNMLTKNHLFFEA58CC,44,120.27,住家用,鋼筋混凝土造,61年7月12日,四層,
RPSNMLTKNHLFFEA68CC,8,45.58,見其他登記事項,鋼筋混凝土造,97年10月2日,十五層,
RPSNMLTKNHLFFEA68CC,8,22.05,共用部分,鋼筋混凝土造,97年10月2日,十五層,
RPROMLTKNHLFFEA68CC,38,114.10,住家用,鋼筋混凝土造,67年1月16日,五層,
RPWOMLTKNHLFFEA56CC,43,109.96,住家用,加強磚造,62年7月17日,二層,
RPWNMLTKNHLFFDA98CC,7,46.14,住家用,鋼筋混凝土造,98年3月31日,十八層,
RPWNMLTKNHLFFDA98CC,7,17.27,共有部分,見其他登記事項,98年3月31日,十八層,
RPWNMLTKNHLFFDA98CC,7,6.36,共有部分,鋼筋混凝土造,98年3月31日,十八層,
RPVOMLTKNHLFFDA98CC,8,91.03,見其他登記事項,鋼筋混凝土造,97年9月9日,十層,
RPVOMLTKNHLFFDA98CC,8,12.19,共有部分,鋼筋混凝土造,97年9月9日,十層,
RPVOMLTKNHLFFDA98CC,8,5.41,共有部分,鋼筋混凝土造,97年9月9日,十層,
RPVOMLTKNHLFFDA98CC,8,13.27,共有部分,鋼筋混凝土造,97年9月9日,十層,
RPWOMLTKNHLFFDA09CC,,82.90,商業用,鋼筋混凝土造,,七層,
RPWOMLTKNHLFFDA09CC,,4.54,共有部分,鋼筋混凝土造,,七層,
RPRNMLTKNHLFFCA38CC,41,103.08,住家用,鋼筋混凝土造,64年1月6日,四層,
RPOOMLTKNHLFFCA18CC,3,129.92,住家用,鋼筋混凝土造,101年11月23日,十四層,
RPOOMLTKNHLFFCA18CC,3,61.79,見其他登記事項,鋼筋混凝土造,101年11月23日,十四層,
RPTOMLTKNHLFFCA68CC,30,42.38,商業用,鋼筋混凝土造,75年3月25日,七層,
RPVOMLTKNHLFFCA88CC,34,237.20,商業用,鋼筋混凝土造,71年7月7日,十二層,
RPWOMLTKNHLFFCA98CC,17,84.46,住家用,鋼筋混凝土造,88年10月8日,七層,
RPWOMLTKNHLFFCA98CC,17,42.03,共有部分,鋼筋混凝土造,88年10月8日,七層,
RPWOMLTKNHLFFCA98CC,17,15.86,共有部分,鋼筋混凝土造,88年10月8日,七層,
RPWOMLTKNHLFFCA98CC,17,4.88,共有部分,鋼筋混凝土造,88年10月8日,七層,
RPOPMLTKNHLFFCA28CC,3,166.61,住家用,見其他登記事項,101年11月21日,二十六層,
RPOPMLTKNHLFFCA28CC,3,13.83,見其他登記事項,見其他登記事項,101年11月21日,二十六層,
RPOPMLTKNHLFFCA28CC,3,126.81,見其他登記事項,見其他登記事項,101年11月21日,二十六層,
RPOPMLTKNHLFFCA28CC,3,75.55,見其他登記事項,見其他登記事項,101年11月21日,二十六層,
RPQPMLTKNHLFFCA48CC,38,119.59,住家用,鋼筋混凝土造,67年9月26日,六層,
RPQPMLTKNHLFFCA48CC,38,20.41,共有部分,鋼筋混凝土造,67年9月26日,六層,
RPRPMLTKNHLFFCA58CC,8,92.47,住家用,鋼筋混凝土造,97年10月31日,十四層,
RPRPMLTKNHLFFCA58CC,8,17.95,共有部分,鋼筋混凝土造,97年10月31日,十四層,
RPRPMLTKNHLFFCA58CC,8,4.37,共有部分,鋼筋混凝土造,97年10月31日,十四層,
RPRPMLTKNHLFFCA58CC,8,5.27,共有部分,鋼筋混凝土造,97年10月31日,十四層,
RPRPMLTKNHLFFCA58CC,8,14.42,共有部分,鋼筋混凝土造,97年10月31日,十四層,
RPRPMLTKNHLFFCA58CC,8,29.99,共有部分,鋼筋混凝土造,97年10月31日,十四層,
RPRPMLTKNHLFFCA58CC,8,61.71,共有部分,鋼筋混凝土造,97年10月31日,十四層,
RPSPMLTKNHLFFCA68CC,3,82.67,住家用,鋼筋混凝土造,101年12月3日,七層,
RPSPMLTKNHLFFCA68CC,3,72.19,見其他登記事項,鋼筋混凝土造,101年12月3日,七層,
RPVPMLTKNHLFFCA98CC,10,56.31,住家用,鋼筋混凝土造,94年11月9日,十四層,
RPVPMLTKNHLFFCA98CC,10,11.67,共有部分,鋼筋混凝土造,94年11月9日,十四層,
RPVPMLTKNHLFFCA98CC,10,10.66,共有部分,鋼筋混凝土造,94年11月9日,十四層,
RPSOMLKLNHLFFCA77CC,20,30.37,住家用,鋼筋混凝土造,85年7月19日,六層,
RPSOMLKLNHLFFCA77CC,20,23.41,住家用,鋼筋混凝土造,85年7月19日,六層,
RPSOMLKLNHLFFCA77CC,20,18.53,共有部分,鋼筋混凝土造,85年7月19日,六層,
RPSOMLKLNHLFFCA77CC,20,12.80,共有部分,鋼筋混凝土造,85年7月19日,六層,
RPUOMLKLNHLFFCA97CC,7,169.58,商業用,鋼筋混凝土造,97年11月21日,十一層,
RPUOMLKLNHLFFCA97CC,7,19.47,商業用,鋼筋混凝土造,97年11月21日,十一層,
RPUOMLKLNHLFFCA97CC,7,12.30,商業用,鋼筋混凝土造,97年11月21日,十一層,
RPUOMLKLNHLFFCA97CC,7,42.03,共有部分,鋼筋混凝土造,97年11月21日,十一層,
RPUOMLKLNHLFFCA97CC,7,9.94,共有部分,鋼筋混凝土造,97年11月21日,十一層,
RPUOMLKLNHLFFCA97CC,7,20.54,共有部分,鋼筋混凝土造,97年11月21日,十一層,
RPUOMLKLNHLFFCA97CC,7,34.23,共有部分,鋼筋混凝土造,97年11月21日,十一層,
RPVOMLKLNHLFFCA08CC,31,107.04,商業用,鋼筋混凝土造,74年2月12日,七層,
RPVOMLKLNHLFFCA08CC,31,5.16,共有部分,鋼筋混凝土造,74年2月12日,七層,
RPWNMLKLNHLFFDA18CC,9,60.87,住家用,鋼筋混凝土造,96年5月24日,十四層,
RPWNMLKLNHLFFDA18CC,9,21.14,共有部分,鋼筋混凝土造,96年5月24日,十四層,
RPWNMLKLNHLFFDA18CC,9,3.08,共有部分,鋼筋混凝土造,96年5月24日,十四層,
RPWNMLKLNHLFFDA18CC,9,10.92,共有部分,鋼筋混凝土造,96年5月24日,十四層,
RPSOMLKLNHLFFDA87CC,24,134.92,住家用,鋼筋混凝土造,81年10月9日,六層,
RPTOMLKLNHLFFDA97CC,4,84.56,見其他登記事項,鋼筋混凝土造,101年5月8日,五層,
RPTOMLKLNHLFFDA97CC,4,37.35,見其他登記事項,鋼筋混凝土造,101年5月8日,五層,
RPXOMLKLNHLFFDA38CC,41,90.03,,鋼筋混凝土造,64年7月16日,四層,
RPPPMLKLNHLFFDA67CC,26,203.18,住家用,鋼筋混凝土造,79年8月21日,十二層,
RPPPMLKLNHLFFDA67CC,26,31.26,見使用執照,鋼筋混凝土造,79年8月21日,十二層,
RPPPMLKLNHLFFDA67CC,26,2.09,共有部分,鋼筋混凝土造,79年8月21日,十二層,
RPSPMLKLNHLFFDA97CC,10,300.83,住家用,鋼骨鋼筋混凝土造,95年1月24日,十一層,
RPTPMLKLNHLFFDA08CC,11,125.13,住家用,見其他登記事項,93年11月30日,二十五層,
RPTPMLKLNHLFFDA08CC,11,43.55,共有部分,見其他登記事項,93年11月30日,二十五層,
RPTPMLKLNHLFFDA08CC,11,43.96,共有部分,見其他登記事項,93年11月30日,二十五層,
RPTPMLKLNHLFFDA08CC,11,9.04,共有部分,見其他登記事項,93年11月30日,二十五層,
RPXPMLKLNHLFFDA48CC,27,254.37,工業用,鋼筋混凝土造,78年9月15日,五層,
RPXPMLKLNHLFFDA48CC,27,70.39,見使用執照,鋼筋混凝土造,78年9月15日,十層,
RPTNMLKLNHLFFBA67CC,,85.95,,加強磚造,,二層,
RPXNMLKLNHLFFBA08CC,7,62.87,住家用,見其他登記事項,98年7月24日,十八層,
RPXNMLKLNHLFFBA08CC,7,18.73,共有部分,見其他登記事項,98年7月24日,十八層,
RPXNMLKLNHLFFBA08CC,7,.14,共有部分,見其他登記事項,98年7月24日,十八層,
RPXNMLKLNHLFFBA08CC,7,24.90,共有部分,見其他登記事項,98年7月24日,十八層,
RPRNMLKLNHLFFFA87CC,,122.54,住家用,鋼筋混凝土造,,十二層,
RPRNMLKLNHLFFFA87CC,41,3.20,共有部分,鋼筋混凝土造,64年4月7日,十二層,
RPRNMLKLNHLFFFA87CC,41,12.88,共有部分,鋼筋混凝土造,64年4月7日,十二層,
RPVNMLKLNHLFFFA28CC,6,34.65,見其他登記事項,鋼筋混凝土造,99年1月22日,七層,
RPWNMLKLNHLFFFA38CC,36,222.68,見使用執照,鋼筋混凝土造,69年4月28日,七層,
RPXNMLKLNHLFFFA48CC,6,115.16,住家用,鋼筋混凝土造,99年7月28日,七層,
RPXNMLKLNHLFFFA48CC,6,103.61,見其他登記事項,鋼筋混凝土造,99年7月28日,七層,
RPXNMLKLNHLFFFA48CC,6,1.94,見其他登記事項,鋼筋混凝土造,99年7月28日,七層,
RPSNMLKLNHLFFAA47CC,6,126.46,住家用,鋼筋混凝土造,99年6月7日,十五層,
RPSNMLKLNHLFFAA47CC,6,24.86,見其他登記事項,鋼筋混凝土造,99年6月7日,十五層,
RPSNMLKLNHLFFAA47CC,6,26.12,見其他登記事項,鋼筋混凝土造,99年6月7日,十五層,
RPWNMLKLNHLFFEA38DC,19,146.25,商業用,鋼筋混凝土造,86年2月15日,七層,
RPWNMLKLNHLFFEA38DC,19,57.30,共用部分,鋼筋混凝土造,86年2月15日,七層,
RPQOMLNLNHLFFEA18DC,32,120.35,住家用,鋼筋混凝土造,72年12月2日,五層,
RPTNMLNLNHLFFAA87CC,1,127.62,住家用,鋼筋混凝土造,104年7月21日,十五層,
RPTNMLNLNHLFFAA87CC,1,58.27,見其他登記事項,鋼筋混凝土造,104年7月21日,十五層,
RPTNMLNLNHLFFAA87CC,1,35.09,見其他登記事項,鋼筋混凝土造,104年7月21日,十五層,
RPUNMLNLNHLFFAA97CC,4,38.99,見其他登記事項,鋼筋混凝土造,101年6月26日,十層,
RPUNMLNLNHLFFAA97CC,4,23.87,見其他登記事項,鋼筋混凝土造,101年6月26日,十層,
RPSNMLNLNHLFFFA28CC,27,167.64,住家用,鋼筋混凝土造,78年10月14日,二十一層,
RPSNMLNLNHLFFFA28CC,27,24.49,共有部分,鋼筋混凝土造,78年10月14日,二十一層,
RPVNMLNLNHLFFFA58CC,8,53.17,住家用,鋼筋混凝土造,97年6月27日,十四層,
RPVNMLNLNHLFFFA58CC,8,6.84,共有部分,鋼筋混凝土造,97年6月27日,十九層,
RPVNMLNLNHLFFFA58CC,8,16.82,共有部分,鋼筋混凝土造,97年6月27日,十四層,
RPVNMLNLNHLFFFA58CC,8,4.24,共有部分,鋼筋混凝土造,97年6月27日,十四層,
RPVNMLNLNHLFFFA58CC,8,1.98,共有部分,鋼筋混凝土造,97年6月27日,十九層,
RPQNMLNLNHLFFBA67CC,4,133.77,住家用,見其他登記事項,101年3月20日,二十七層,
RPQNMLNLNHLFFBA67CC,5,2.08,見其他登記事項,見其他登記事項,100年9月23日,二十七層,
RPQNMLNLNHLFFBA67CC,5,1.04,見其他登記事項,見其他登記事項,100年9月23日,二十七層,
RPQNMLNLNHLFFBA67CC,4,.46,見其他登記事項,見其他登記事項,101年3月20日,二十七層,
RPQNMLNLNHLFFBA67CC,4,45.90,見其他登記事項,見其他登記事項,101年3月20日,二十七層,
RPQNMLNLNHLFFBA67CC,4,.51,見其他登記事項,見其他登記事項,101年3月20日,二十七層,
RPQNMLNLNHLFFBA67CC,4,2.97,見其他登記事項,見其他登記事項,101年3月20日,二十七層,
RPQNMLNLNHLFFBA67CC,5,15.45,見其他登記事項,見其他登記事項,100年9月23日,二十七層,
RPQNMLNLNHLFFBA67CC,5,1.30,見其他登記事項,見其他登記事項,100年9月23日,二十七層,
RPSNMLNLNHLFFBA87CC,26,18.62,商業用,鋼筋混凝土造,78年12月27日,十二層,
RPSNMLNLNHLFFBA87CC,26,8.71,共有部分,鋼筋混凝土造,78年12月27日,十二層,
RPUNMLNLNHLFFBA08CC,7,58.49,住家用,見其他登記事項,98年7月24日,十八層,
RPUNMLNLNHLFFBA08CC,7,17.43,共有部分,見其他登記事項,98年7月24日,十八層,
RPUNMLNLNHLFFBA08CC,7,.13,共有部分,見其他登記事項,98年7月24日,十八層,
RPUNMLNLNHLFFBA08CC,7,8.57,共有部分,見其他登記事項,98年7月24日,十八層,
RPVNMLNLNHLFFBA18CC,7,55.15,住家用,見其他登記事項,98年7月24日,十八層,
RPVNMLNLNHLFFBA18CC,7,.12,共有部分,見其他登記事項,98年7月24日,十八層,
RPVNMLNLNHLFFBA18CC,7,8.16,共有部分,見其他登記事項,98年7月24日,十八層,
RPVNMLNLNHLFFBA18CC,7,16.48,共有部分,見其他登記事項,98年7月24日,十八層,
RPROMLNLNHLFFBA87CC,,109.10,,加強磚造,,二層,
RPRNMLNLNHLFFEA08CC,1,32.07,見其他登記事項,鋼筋混凝土造,104年8月28日,十九層,
RPRNMLNLNHLFFEA08CC,1,16.16,見其他登記事項,鋼筋混凝土造,104年8月28日,十九層,
RPSNMLNLNHLFFEA18CC,1,17.96,見其他登記事項,鋼筋混凝土造,104年8月28日,十九層,
RPSNMLNLNHLFFEA18CC,1,34.57,見其他登記事項,鋼筋混凝土造,104年8月28日,十九層,
RPWNMLNLNHLFFEA58CC,38,98.42,見使用執照,鋼筋混凝土造,67年8月11日,五層,
RPPPMLNLNHLFFEA08CC,16,89.26,住家用,鋼筋混凝土造,88年12月15日,十二層,
RPPPMLNLNHLFFEA08CC,16,23.72,共用部分,鋼筋混凝土造,88年12月15日,十二層,
RPPPMLNLNHLFFEA08CC,16,7.92,共用部分,鋼筋混凝土造,88年12月15日,十二層,
RPSPMLNLNHLFFEA38CC,4,168.66,住家用,鋼筋混凝土造,101年5月22日,十三層,
RPSPMLNLNHLFFEA38CC,4,28.24,見其他登記事項,鋼筋混凝土造,101年5月22日,十三層,
RPSPMLNLNHLFFEA38CC,4,51.68,見其他登記事項,鋼筋混凝土造,101年5月22日,十三層,
RPSNMLNLNHLFFDA08CC,14,194.92,見其他登記事項,鋼骨鋼筋混凝土造,91年9月24日,十三層,
RPSNMLNLNHLFFDA08CC,14,13.20,共有部分,鋼骨鋼筋混凝土造,91年9月24日,十三層,
RPSNMLNLNHLFFDA08CC,14,44.67,共有部分,鋼骨鋼筋混凝土造,91年9月24日,十三層,
RPTOMLNLNHLFFDA28CC,,41.99,見使用執照,鋼筋混凝土造,,七層,
RPVOMLNLNHLFFDA48CC,,57.00,住家用,鋼筋混凝土造,,四層,
RPTNMLNLNHLFFCA08CC,31,101.56,商業用,鋼筋混凝土造,74年2月27日,五層,
RPVNMLNLNHLFFCA28CC,24,54.36,商業用,鋼筋混凝土造,81年2月17日,九層,
RPVNMLNLNHLFFCA28CC,24,7.61,共有部分,鋼筋混凝土造,81年2月17日,九層,
RPXNMLNLNHLFFCA48CC,28,97.71,見使用執照,鋼筋混凝土造,77年9月5日,十二層,
RPXNMLNLNHLFFCA48CC,28,30.29,共有部分,鋼筋混凝土造,77年9月5日,十二層,
RPQOMLNLNHLFFCA87CC,1,172.97,見其他登記事項,見其他登記事項,104年3月10日,十一層,
RPQOMLNLNHLFFCA87CC,1,72.07,見其他登記事項,見其他登記事項,104年3月10日,十一層,
RPQOMLNLNHLFFCA87CC,1,11.70,見其他登記事項,見其他登記事項,104年3月10日,十一層,
RPQOMLNLNHLFFCA87CC,1,81.66,見其他登記事項,見其他登記事項,104年3月10日,十一層,
RPTOMLNLNHLFFCA18CC,22,134.43,住家用,鋼筋混凝土造,83年9月22日,九層,
RPTOMLNLNHLFFCA18CC,22,46.88,共有部分,鋼筋混凝土造,83年9月22日,九層,
RPTOMLNLNHLFFCA18CC,22,17.40,共有部分,鋼筋混凝土造,83年9月22日,九層,
RPUOMLNLNHLFFCA28CC,35,70.34,工業用,鋼筋混凝土造,70年2月23日,五層,
RPSPMLNLNHLFFCA18CC,16,120.95,住家用,鋼筋混凝土造,89年8月29日,十四層,
RPSPMLNLNHLFFCA18CC,16,20.29,共有部分,鋼筋混凝土造,89年8月29日,十四層,
RPSPMLNLNHLFFCA18CC,16,56.79,共有部分,鋼筋混凝土造,89年8月29日,十四層,
RPXPMLNLNHLFFCA68CC,9,45.07,住家用,鋼骨鋼筋混凝土造,95年11月29日,十四層,
RPXPMLNLNHLFFCA68CC,9,14.61,共有部分,鋼骨鋼筋混凝土造,95年11月29日,十四層,
RPXPMLNLNHLFFCA68CC,9,.52,共有部分,鋼骨鋼筋混凝土造,95年11月29日,十四層,
RPRNMLOLNHLFFCA97CC,8,193.07,見其他登記事項,鋼筋混凝土造,97年10月9日,八層,
RPRNMLOLNHLFFCA97CC,8,44.49,共有部分,鋼筋混凝土造,97年10月9日,八層,
RPRNMLOLNHLFFCA97CC,8,16.88,共有部分,鋼筋混凝土造,97年10月9日,八層,
RPRNMLOLNHLFFCA97CC,8,43.00,共有部分,鋼筋混凝土造,97年10月9日,八層,
RPUNMLOLNHLFFCA28CC,8,138.51,住家用,鋼筋混凝土造,96年11月27日,十四層,
RPUNMLOLNHLFFCA28CC,8,36.53,共有部分,鋼筋混凝土造,96年11月27日,十四層,
RPUNMLOLNHLFFCA28CC,8,22.22,共有部分,鋼筋混凝土造,96年11月27日,十四層,
RPUNMLOLNHLFFCA28CC,8,1.68,共有部分,鋼筋混凝土造,96年11月27日,十四層,
RPOOMLOLNHLFFCA77CC,,74.00,商業用,鋼筋混凝土造,,四層,
RPPOMLOLNHLFFCA87CC,43,47.14,,鋼筋混凝土造,62年6月20日,四層,
RPUOMLOLNHLFFCA38CC,,80.83,,磚造,,三層,
RPSNMLOLNHLFFDA18CC,7,93.39,見其他登記事項,見其他登記事項,98年3月20日,二十七層,
RPSNMLOLNHLFFDA18CC,7,45.46,共有部分,見其他登記事項,98年3月20日,二十七層,
RPSNMLOLNHLFFDA18CC,7,3.25,共有部分,鋼筋混凝土造,98年3月20日,二十七層,
RPSNMLOLNHLFFDA18CC,7,35.20,共有部分,鋼筋混凝土造,98年3月20日,二十七層,
RPVNMLOLNHLFFDA48CC,41,102.58,住家用,鋼筋混凝土造,63年11月25日,四層,
RPUOMLOLNHLFFDA48CC,29,127.40,商業用,鋼筋混凝土造,76年9月17日,十二層,
RPRPMLOLNHLFFDA28CC,4,168.78,住家用,鋼筋混凝土造,101年1月19日,十三層,
RPRPMLOLNHLFFDA28CC,4,59.15,見其他登記事項,鋼筋混凝土造,101年1月19日,十三層,
RPRPMLOLNHLFFDA28CC,4,21.60,見其他登記事項,鋼筋混凝土造,101年1月19日,十三層,
RPRPMLOLNHLFFDA28CC,4,35.92,見其他登記事項,鋼筋混凝土造,101年1月19日,十三層,
RPRNMLOLNHLFFEA18CC,39,95.40,見使用執照,鋼筋混凝土造,66年10月20日,四層,
RPPOMLOLNHLFFEA08CC,25,165.06,商業用,鋼筋混凝土造,79年11月5日,十五層,
RPPOMLOLNHLFFEA08CC,25,9.66,共用部分,鋼筋混凝土造,79年11月5日,十五層,
RPROMLOLNHLFFEA28CC,31,170.26,工業用,鋼筋混凝土造,74年11月2日,十一層,
RPROMLOLNHLFFEA28CC,31,6.60,共用部分,鋼筋混凝土造,74年11月2日,十一層,
RPSOMLOLNHLFFEA38CC,19,195.00,住家用,鋼筋混凝土造,85年11月14日,九層,
RPSOMLOLNHLFFEA38CC,19,35.20,共用部分,鋼筋混凝土造,85年11月14日,九層,
RPSOMLOLNHLFFEA38CC,19,41.32,見使用執照,鋼筋混凝土造,85年11月14日,九層,
