編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPWPMLQJNHLFFEA88CC,5,21.67,見其他登記事項,鋼筋混凝土造,99年11月15日,十三層,
RPWPMLQJNHLFFEA88CC,5,8.68,見其他登記事項,鋼筋混凝土造,99年11月15日,十三層,
RPQNMLQJNHLFFBA87DC,41,31.18,住家用,鋼筋混凝土造,64年4月3日,五層,
RPRNMLQJNHLFFBA97DC,21,51.13,住家用,鋼筋混凝土造,84年3月24日,五層,
RPRNMLQJNHLFFAA77CC,3,63.45,住家用,鋼筋混凝土造,101年11月6日,九層,
RPRNMLQJNHLFFAA77CC,3,19.28,見其他登記事項,鋼筋混凝土造,101年11月6日,九層,
RPRNMLQJNHLFFAA77CC,3,5.13,見其他登記事項,鋼筋混凝土造,101年11月6日,九層,
RPRNMLQJNHLFFAA77CC,3,11.89,見其他登記事項,鋼筋混凝土造,101年11月6日,九層,
RPTNMLQJNHLFFAA97CC,10,72.27,住家用,鋼筋混凝土造,95年8月7日,五層,
RPTNMLQJNHLFFAA97CC,10,32.53,共有部分,鋼筋混凝土造,95年8月7日,五層,
RPVNMLQJNHLFFAA18CC,,41.05,,木造,,一層,
RPWNMLQJNHLFFAA28CC,35,419.76,商業用,鋼筋混凝土造,70年11月5日,七層,
RPOOMLQJNHLFFAA57CC,8,.46,見其他登記事項,鋼筋混凝土造,97年3月7日,十四層,
RPOOMLQJNHLFFAA57CC,8,.16,共有部分,鋼筋混凝土造,97年3月7日,十四層,
RPOOMLQJNHLFFAA57CC,8,2.21,共有部分,鋼筋混凝土造,97年3月7日,十四層,
RPXOMLQJNHLFFAA48CC,36,216.96,見使用執照,鋼筋混凝土造,68年12月15日,七層,
RPXOMLQJNHLFFAA48CC,36,5.71,共有部分,鋼筋混凝土造,68年12月15日,七層,
RPRNMLQJNHLFFFA28CC,,50.77,商業用,鋼筋混凝土造,,七層,
RPPNMLRJNHLFFEA08CC,6,137.21,住家用,鋼骨鋼筋混凝土造,99年5月17日,十四層,
RPPNMLRJNHLFFEA08CC,6,4.44,見其他登記事項,鋼骨鋼筋混凝土造,99年5月17日,十四層,
RPPNMLRJNHLFFEA08CC,6,21.36,見其他登記事項,鋼骨鋼筋混凝土造,99年5月17日,十四層,
RPPNMLRJNHLFFEA08CC,6,43.79,見其他登記事項,鋼骨鋼筋混凝土造,99年5月17日,十四層,
RPUNMLRJNHLFFCA38CC,1,224.99,住家用,鋼筋混凝土造,104年7月24日,十四層,
RPVNMLRJNHLFFCA48CC,24,135.26,商業用,鋼筋混凝土造,81年8月26日,十一層,
RPVNMLRJNHLFFCA48CC,24,10.42,共有部分,鋼筋混凝土造,81年8月26日,十一層,
RPVNMLRJNHLFFCA48CC,24,29.77,共有部分,鋼筋混凝土造,81年8月26日,十一層,
RPWNMLRJNHLFFCA58CC,26,196.22,商業用,鋼筋混凝土造,79年3月1日,十六層,
RPWNMLRJNHLFFCA58CC,26,32.00,共有部分,鋼筋混凝土造,79年3月1日,十六層,
RPPNMLSJNHLFFDA08CC,24,125.57,住家用,鋼筋混凝土造,81年8月6日,十一層,
RPPNMLSJNHLFFDA08CC,24,17.87,共有部分,鋼筋混凝土造,81年8月6日,十一層,
RPQNMLTJNHLFFDA28CC,11,41.41,住家用,鋼筋混凝土造,94年9月30日,十四層,
RPUNMLTJNHLFFDA68CC,20,117.50,見使用執照,鋼骨混凝土造,84年12月12日,二十一層,
RPUNMLTJNHLFFDA68CC,20,52.53,共有部分,鋼骨混凝土造,84年12月12日,二十一層,
RPVNMLTJNHLFFDA78CC,35,113.09,商業用,鋼筋混凝土造,70年3月31日,十四層,
RPVNMLTJNHLFFDA78CC,35,25.30,共有部分,鋼筋混凝土造,70年3月31日,十四層,
RPXNMLTJNHLFFDA98CC,10,63.36,見其他登記事項,鋼筋混凝土造,95年8月2日,十三層,
RPXNMLTJNHLFFDA98CC,10,8.37,共有部分,見其他登記事項,95年1月26日,十三層,
RPXNMLTJNHLFFDA98CC,10,16.63,共有部分,見其他登記事項,95年1月26日,十三層,
RPXNMLTJNHLFFDA98CC,10,6.91,共有部分,見其他登記事項,95年1月26日,十三層,
RPXNMLTJNHLFFDA98CC,10,3.49,共有部分,見其他登記事項,95年1月26日,十三層,
RPOOMLTJNHLFFDA18CC,27,58.17,商業用,鋼筋混凝土造,78年3月1日,十二層,
RPOOMLTJNHLFFDA18CC,27,6.70,共有部分,鋼筋混凝土造,78年3月1日,十二層,
RPOOMLTJNHLFFDA18CC,27,8.23,共有部分,鋼筋混凝土造,78年3月1日,十二層,
RPPOMLTJNHLFFDA28CC,37,107.63,住家用,鋼筋混凝土造,68年7月30日,五層,
RPQOMLTJNHLFFDA38CC,10,60.17,見其他登記事項,見其他登記事項,95年1月26日,十三層,
RPQOMLTJNHLFFDA38CC,10,8.37,共有部分,見其他登記事項,95年1月26日,十三層,
RPQOMLTJNHLFFDA38CC,10,16.63,共有部分,見其他登記事項,95年1月26日,十三層,
RPQOMLTJNHLFFDA38CC,10,6.60,共有部分,見其他登記事項,95年1月26日,十三層,
RPQOMLTJNHLFFDA38CC,10,3.49,共有部分,見其他登記事項,95年1月26日,十三層,
RPSOMLTJNHLFFDA58CC,29,84.58,商業用,鋼筋混凝土造,76年5月26日,十六層,
RPSOMLTJNHLFFDA58CC,29,16.98,共有部分,鋼筋混凝土造,76年5月26日,十六層,
RPTOMLTJNHLFFDA68CC,23,787.38,商業用,鋼筋混凝土造,82年5月7日,十四層,
RPTOMLTJNHLFFDA68CC,23,157.26,共有部分,鋼筋混凝土造,82年5月7日,十四層,
RPWOMLTJNHLFFDA98CC,10,49.83,見其他登記事項,鋼筋混凝土造,95年8月23日,十三層,
RPWOMLTJNHLFFDA98CC,10,7.83,共有部分,鋼筋混凝土造,95年8月23日,十三層,
RPWOMLTJNHLFFDA98CC,10,13.82,共有部分,鋼筋混凝土造,95年8月23日,十三層,
RPXOMLTJNHLFFDA09CC,24,278.56,商業用,鋼筋混凝土造,80年11月29日,十九層,
RPXOMLTJNHLFFDA09CC,24,29.53,共有部分,鋼筋混凝土造,80年11月29日,十九層,
RPXOMLTJNHLFFDA09CC,24,117.02,共有部分,鋼筋混凝土造,80年11月29日,十九層,
RPPNMLTJNHLFFCA08CC,16,25.78,商業用,鋼筋混凝土造,89年2月29日,七層,
RPPNMLTJNHLFFCA08CC,16,10.18,共有部分,鋼筋混凝土造,89年2月29日,七層,
RPPNMLTJNHLFFCA08CC,16,23.10,共有部分,鋼筋混凝土造,89年2月29日,七層,
RPRNMLTJNHLFFCA28CC,43,56.83,住家用,鋼筋混凝土造,62年9月13日,六層,
RPPOMLTJNHLFFCA18CC,20,57.90,住家用,鋼筋混凝土造,85年7月18日,十七層,
RPPOMLTJNHLFFCA18CC,20,21.00,共有部分,鋼筋混凝土造,85年7月18日,十七層,
RPUOMLTJNHLFFCA68CC,8,53.97,住家用,鋼筋混凝土造,96年10月24日,九層,
RPUOMLTJNHLFFCA68CC,8,21.06,共有部分,鋼筋混凝土造,96年10月24日,九層,
RPVOMLTJNHLFFCA78CC,19,100.25,住家用,鋼筋混凝土造,86年10月8日,九層,
RPVOMLTJNHLFFCA78CC,19,3.42,共有部分,鋼筋混凝土造,86年10月8日,九層,
RPVOMLTJNHLFFCA78CC,19,18.99,共有部分,鋼筋混凝土造,86年10月8日,九層,
RPVOMLTJNHLFFCA78CC,19,1.47,共有部分,鋼筋混凝土造,86年10月8日,九層,
RPVOMLTJNHLFFCA78CC,19,46.13,共有部分,鋼筋混凝土造,86年10月8日,九層,
RPOPMLTJNHLFFCA18CC,20,113.96,住家用,鋼筋混凝土造,85年10月19日,十二層,
RPOPMLTJNHLFFCA18CC,20,38.80,共有部分,鋼筋混凝土造,85年10月19日,十二層,
RPQPMLTJNHLFFCA38CC,34,50.03,住家用,鋼筋混凝土造,71年7月2日,十四層,
RPQPMLTJNHLFFCA38CC,34,16.78,共有部分,鋼筋混凝土造,71年7月2日,十四層,
RPQPMLTJNHLFFCA38CC,34,2.51,共有部分,鋼筋混凝土造,71年7月2日,十四層,
RPRPMLTJNHLFFCA48CC,24,237.74,商業用,鋼筋混凝土造,81年6月26日,十一層,
RPXPMLTJNHLFFCA09CC,17,37.80,商業用,鋼筋混凝土造,88年7月17日,十層,
RPXPMLTJNHLFFCA09CC,17,5.56,共有部分,鋼筋混凝土造,88年7月17日,十層,
RPXPMLTJNHLFFCA09CC,17,5.16,共有部分,鋼筋混凝土造,88年7月17日,十層,
RPROMLTJNHLFFEA58CC,39,90.02,住家用,鋼筋混凝土造,65年11月11日,四層,
RPVOMLTJNHLFFEA98CC,21,135.81,住家用,鋼筋混凝土造,84年8月28日,二十二層,
RPVOMLTJNHLFFEA98CC,21,50.59,共用部分,鋼筋混凝土造,84年8月28日,二十二層,
RPROMLTJNHLFFBA28CC,7,168.24,住家用,鋼筋混凝土造,98年5月21日,十五層,
RPROMLTJNHLFFBA28CC,7,20.15,共有部分,見其他登記事項,98年5月21日,十五層,
RPROMLTJNHLFFBA28CC,7,16.54,共有部分,見其他登記事項,98年5月21日,十五層,
RPROMLTJNHLFFBA28CC,7,4.62,共有部分,見其他登記事項,98年5月21日,十五層,
RPROMLTJNHLFFBA28CC,7,28.95,共有部分,鋼筋混凝土造,98年5月21日,十五層,
RPROMLTJNHLFFBA28CC,7,34.56,共有部分,鋼筋混凝土造,98年5月21日,十五層,
RPUOMLTJNHLFFBA58CC,6,70.76,住家用,鋼筋混凝土造,99年4月1日,十三層,
RPUOMLTJNHLFFBA58CC,6,24.41,見其他登記事項,鋼筋混凝土造,99年4月1日,十三層,
RPUOMLTJNHLFFBA58CC,6,18.80,見其他登記事項,鋼筋混凝土造,99年4月1日,十三層,
RPWOMLTJNHLFFBA78CC,33,87.37,住家用,鋼筋混凝土造,72年3月4日,七層,
RPWOMLTJNHLFFBA78CC,33,20.86,共有部分,鋼筋混凝土造,72年3月4日,七層,
RPSNMLTJNHLFFFA68CC,1,26.78,住家用,鋼筋混凝土造,104年5月11日,七層,
RPSNMLTJNHLFFFA68CC,1,11.65,見其他登記事項,鋼筋混凝土造,104年5月11日,七層,
RPSNMLTJNHLFFFA68CC,1,5.04,見其他登記事項,鋼筋混凝土造,104年5月11日,七層,
RPVNMLTJNHLFFFA98CC,17,66.66,住家用,鋼筋混凝土造,87年12月1日,十四層,
RPVNMLTJNHLFFFA98CC,17,23.04,共有部分,鋼筋混凝土造,87年12月1日,十四層,
RPVNMLTJNHLFFFA98CC,17,18.75,共有部分,鋼筋混凝土造,87年12月1日,十四層,
RPOOMLTJNHLFFFA38CC,14,169.99,住家用,鋼筋混凝土造,91年3月5日,九層,
RPOOMLTJNHLFFFA38CC,14,65.79,共有部分,鋼筋混凝土造,91年3月5日,九層,
RPOOMLTJNHLFFFA38CC,14,7.09,共有部分,鋼筋混凝土造,91年3月5日,九層,
RPOOMLTJNHLFFFA38CC,14,39.57,共有部分,鋼筋混凝土造,91年3月5日,九層,
RPSOMLTJNHLFFBA48DC,9,43.23,住家用,鋼筋混凝土造,95年11月15日,十五層,
RPSOMLTJNHLFFBA48DC,9,7.10,住家用,鋼筋混凝土造,95年11月15日,十五層,
RPSOMLTJNHLFFBA48DC,9,1.80,住家用,鋼筋混凝土造,95年11月15日,十五層,
RPSOMLTJNHLFFBA48DC,9,27.72,共有部分,鋼筋混凝土造,95年11月15日,十五層,
RPTNMLTJNHLFFEA78DC,,68.95,住家用,鋼筋混凝土造,,七層,
RPROMLTJNHLFFFA78DC,32,556.43,商業用,鋼筋混凝土造,73年7月9日,二十二層,
RPROMLTJNHLFFFA78DC,32,34.08,共有部分,鋼筋混凝土造,73年7月9日,二十二層,
RPROMLTJNHLFFFA78DC,32,63.02,共有部分,鋼筋混凝土造,73年7月9日,二十二層,
RPPNMLKKNHLFFFA57CC,31,125.61,住家用,鋼筋混凝土造,74年7月16日,七層,
RPPNMLKKNHLFFFA57CC,31,10.59,共有部分,鋼筋混凝土造,74年7月16日,七層,
RPUNMLKKNHLFFFA08CC,,162.50,住家用,鋼筋混凝土造,,五層,
RPVNMLKKNHLFFFA18CC,29,54.31,商業用,鋼筋混凝土造,75年12月10日,十二層,
RPXNMLKKNHLFFFA38CC,35,174.55,住家用,鋼筋混凝土造,70年6月13日,六層,
RPXNMLKKNHLFFFA38CC,35,24.98,共有部分,鋼筋混凝土造,70年6月13日,六層,
RPVNMLKKNHLFFBA77CC,9,32.96,見其他登記事項,鋼筋混凝土造,96年3月14日,七層,
RPVNMLKKNHLFFBA77CC,9,27.27,共有部分,鋼筋混凝土造,96年3月14日,七層,
RPVNMLKKNHLFFBA77CC,9,3.00,共有部分,鋼筋混凝土造,96年3月14日,七層,
RPQNMLKKNHLFFEA57CC,1,33.64,見其他登記事項,鋼筋混凝土造,104年8月28日,十九層,
RPQNMLKKNHLFFEA57CC,1,17.34,見其他登記事項,鋼筋混凝土造,104年8月28日,十九層,
RPRNMLKKNHLFFEA67CC,3,109.11,住家用,鋼筋混凝土造,101年11月9日,十四層,
RPRNMLKKNHLFFEA67CC,3,8.50,見其他登記事項,鋼筋混凝土造,101年11月9日,十四層,
RPRNMLKKNHLFFEA67CC,3,44.51,見其他登記事項,鋼筋混凝土造,101年11月9日,十四層,
RPSNMLKKNHLFFEA77CC,42,165.56,見使用執照,鋼筋混凝土造,62年11月26日,二層,
RPTNMLKKNHLFFEA87CC,38,118.49,住家用,鋼筋混凝土造,67年8月24日,五層,
RPWNMLKKNHLFFEA18CC,30,100.87,住家用,鋼筋混凝土造,74年12月11日,五層,
RPWNMLKKNHLFFEA18CC,30,13.92,共用部分,鋼筋混凝土造,74年12月11日,五層,
RPQOMLKKNHLFFEA67CC,12,135.81,見其他登記事項,鋼骨鋼筋混凝土造,93年7月12日,十四層,
RPROMLKKNHLFFEA77CC,1,106.00,住家用,鋼筋混凝土造,104年8月4日,十四層,
RPROMLKKNHLFFEA77CC,1,44.77,見其他登記事項,鋼筋混凝土造,104年8月4日,十四層,
RPTOMLKKNHLFFEA97CC,8,81.07,見其他登記事項,鋼筋混凝土造,97年10月2日,十五層,
RPTOMLKKNHLFFEA97CC,8,40.21,共用部分,鋼筋混凝土造,97年10月2日,十五層,
RPUOMLKKNHLFFEA08CC,11,70.07,住家用,鋼筋混凝土造,93年11月23日,七層,
RPUOMLKKNHLFFEA08CC,11,7.13,共用部分,鋼筋混凝土造,93年11月23日,七層,
RPUOMLKKNHLFFEA08CC,11,12.54,共用部分,鋼筋混凝土造,93年11月23日,七層,
RPUNMLKKNHLFFCA77CC,8,45.51,住家用,鋼筋混凝土造,97年3月12日,十四層,
RPUNMLKKNHLFFCA77CC,8,22.49,共有部分,鋼筋混凝土造,97年3月12日,十四層,
RPVNMLKKNHLFFCA87CC,23,161.44,住家用,鋼筋混凝土造,82年3月16日,二十層,
RPVNMLKKNHLFFCA87CC,23,32.56,共有部分,鋼筋混凝土造,82年3月16日,二十層,
RPPOMLKKNHLFFCA37CC,3,61.70,見其他登記事項,見其他登記事項,102年11月1日,二十四層,
RPPOMLKKNHLFFCA37CC,3,75.68,住家用,見其他登記事項,102年11月1日,二十四層,
RPSOMLKKNHLFFCA67CC,35,29.68,住家用,鋼筋混凝土造,70年4月10日,十二層,
RPSOMLKKNHLFFCA67CC,35,8.11,共有部分,鋼筋混凝土造,70年4月10日,十二層,
RPVOMLKKNHLFFCA97CC,13,25.66,住家用,鋼筋混凝土造,92年1月22日,十四層,
RPVOMLKKNHLFFCA97CC,13,17.71,共有部分,鋼筋混凝土造,92年1月22日,十四層,
RPVOMLKKNHLFFCA97CC,13,1.55,共有部分,鋼筋混凝土造,92年1月22日,十四層,
RPVPMLKKNHLFFCA08CC,6,34.57,住家用,見其他登記事項,99年9月17日,十八層,
RPVPMLKKNHLFFCA08CC,6,4.30,見其他登記事項,見其他登記事項,99年9月17日,十八層,
RPVPMLKKNHLFFCA08CC,6,1.30,見其他登記事項,見其他登記事項,99年9月17日,十八層,
RPVPMLKKNHLFFCA08CC,6,11.64,見其他登記事項,見其他登記事項,99年9月17日,十八層,
RPWPMLKKNHLFFCA18CC,5,70.33,住家用,鋼筋混凝土造,100年6月30日,十五層,
RPWPMLKKNHLFFCA18CC,5,18.15,見其他登記事項,鋼筋混凝土造,100年6月30日,十五層,
RPWPMLKKNHLFFCA18CC,5,24.23,見其他登記事項,鋼筋混凝土造,100年6月30日,十五層,
RPPQMLKKNHLFFCA57CC,11,35.12,商業用,鋼筋混凝土造,94年8月3日,十二層,
RPPQMLKKNHLFFCA57CC,11,19.81,共有部分,鋼筋混凝土造,94年8月3日,十二層,
RPPQMLKKNHLFFCA57CC,11,1.90,共有部分,鋼筋混凝土造,94年8月3日,十二層,
RPQQMLKKNHLFFCA67CC,4,88.52,住家用,鋼筋混凝土造,101年3月27日,十五層,
RPQQMLKKNHLFFCA67CC,4,42.76,見其他登記事項,鋼筋混凝土造,101年3月27日,十五層,
RPRQMLKKNHLFFCA77CC,7,42.50,住家用,鋼筋混凝土造,98年4月14日,五層,
RPRQMLKKNHLFFCA77CC,7,24.00,共有部分,鋼筋混凝土造,98年4月14日,五層,
RPSQMLKKNHLFFCA87CC,8,88.29,住家用,鋼筋混凝土造,97年1月4日,十二層,
RPSQMLKKNHLFFCA87CC,8,20.73,共有部分,鋼筋混凝土造,97年1月4日,十二層,
RPSQMLKKNHLFFCA87CC,8,22.52,共有部分,鋼筋混凝土造,97年1月4日,十二層,
RPTQMLKKNHLFFCA97CC,7,54.58,商業用,鋼筋混凝土造,98年9月16日,十八層,
RPTQMLKKNHLFFCA97CC,7,11.30,共有部分,鋼筋混凝土造,98年9月16日,十八層,
RPTQMLKKNHLFFCA97CC,7,11.88,共有部分,鋼筋混凝土造,98年9月16日,十八層,
RPTQMLKKNHLFFCA97CC,7,3.15,共有部分,鋼筋混凝土造,98年9月16日,十八層,
RPUQMLKKNHLFFCA08CC,32,23.61,住家用,鋼筋混凝土造,73年9月22日,七層,
RPUQMLKKNHLFFCA08CC,32,7.46,共有部分,鋼筋混凝土造,73年9月22日,七層,
RPVQMLKKNHLFFCA18CC,5,76.33,商業用,鋼筋混凝土造,99年12月1日,十層,
RPVQMLKKNHLFFCA18CC,5,19.94,見其他登記事項,鋼筋混凝土造,99年12月1日,十層,
RPVQMLKKNHLFFCA18CC,5,19.57,見其他登記事項,鋼筋混凝土造,99年12月1日,十層,
RPXNMLKKNHLFFDA18CC,27,103.61,住家用,鋼筋混凝土造,78年6月20日,六層,
RPXNMLKKNHLFFDA18CC,27,8.43,共有部分,鋼筋混凝土造,78年6月20日,六層,
RPROMLKKNHLFFDA67CC,11,125.13,住家用,見其他登記事項,93年11月30日,二十五層,
RPROMLKKNHLFFDA67CC,11,43.55,共有部分,見其他登記事項,93年11月30日,二十五層,
RPROMLKKNHLFFDA67CC,11,43.96,共有部分,見其他登記事項,93年11月30日,二十五層,
RPROMLKKNHLFFDA67CC,11,27.38,共有部分,見其他登記事項,93年11月30日,二十五層,
RPTOMLKKNHLFFDA87CC,4,211.93,住家用,鋼筋混凝土造,101年7月16日,二十三層,
RPTOMLKKNHLFFDA87CC,4,88.85,見其他登記事項,鋼筋混凝土造,101年7月16日,二十三層,
RPTOMLKKNHLFFDA87CC,4,41.67,見其他登記事項,鋼筋混凝土造,101年7月16日,二十三層,
RPTOMLKKNHLFFDA87CC,4,4.34,見其他登記事項,鋼筋混凝土造,101年7月16日,二十三層,
RPXOMLKKNHLFFDA28CC,34,105.80,住家用,鋼筋混凝土造,70年12月24日,五層,
RPOPMLKKNHLFFDA47CC,8,65.07,住家用,鋼筋混凝土造,96年11月6日,十二層,
RPOPMLKKNHLFFDA47CC,8,29.55,共有部分,鋼筋混凝土造,96年11月6日,十二層,
RPPPMLKKNHLFFDA57CC,47,69.87,住家用,加強磚造,58年6月21日,四層,
RPPNMLLKNHLFFDA47CC,26,627.78,商業用,鋼筋混凝土造,79年2月1日,十五層,
RPPNMLLKNHLFFDA47CC,26,44.16,共有部分,鋼筋混凝土造,79年2月1日,十五層,
RPSNMLLKNHLFFDA77CC,28,56.97,住家用,鋼筋混凝土造,77年9月24日,七層,
RPSNMLLKNHLFFDA77CC,28,19.83,共有部分,鋼筋混凝土造,77年9月24日,七層,
RPTNMLLKNHLFFDA87CC,6,127.99,住家用,鋼筋混凝土造,99年4月9日,十二層,
RPTNMLLKNHLFFDA87CC,6,55.77,見其他登記事項,鋼筋混凝土造,99年4月9日,十二層,
RPTNMLLKNHLFFDA87CC,6,33.67,見其他登記事項,鋼筋混凝土造,99年4月9日,十二層,
RPVNMLLKNHLFFDA08CC,14,91.66,住家用,鋼筋混凝土造,91年6月12日,十三層,
RPVNMLLKNHLFFDA08CC,14,33.79,共有部分,鋼筋混凝土造,91年6月12日,十三層,
RPVNMLLKNHLFFDA08CC,14,6.65,共有部分,鋼筋混凝土造,91年6月12日,十三層,
RPWNMLLKNHLFFDA18CC,15,91.11,見其他登記事項,鋼筋混凝土造,90年8月10日,十二層,
RPWNMLLKNHLFFDA18CC,15,55.40,共有部分,鋼筋混凝土造,90年8月10日,十二層,
RPXNMLLKNHLFFDA28CC,19,32.75,見使用執照,鋼筋混凝土造,86年4月21日,十二層,
RPOOMLLKNHLFFDA47CC,4,63.20,住家用,鋼筋混凝土造,101年7月11日,十一層,
RPOOMLLKNHLFFDA47CC,4,39.54,共有部分,鋼筋混凝土造,101年7月11日,十一層,
RPPOMLLKNHLFFDA57CC,1,1390.99,見其他登記事項,見其他登記事項,104年4月15日,四十六層,
RPPOMLLKNHLFFDA57CC,1,1390.99,見其他登記事項,見其他登記事項,104年4月15日,四十六層,
RPPOMLLKNHLFFDA57CC,1,1390.99,見其他登記事項,見其他登記事項,104年4月15日,四十六層,
RPPOMLLKNHLFFDA57CC,1,1390.99,見其他登記事項,見其他登記事項,104年4月15日,四十六層,
RPPOMLLKNHLFFDA57CC,1,1390.99,見其他登記事項,見其他登記事項,104年4月15日,四十六層,
RPPOMLLKNHLFFDA57CC,1,920.05,見其他登記事項,見其他登記事項,104年4月15日,四十六層,
RPPOMLLKNHLFFDA57CC,1,727.09,見其他登記事項,見其他登記事項,104年4月15日,四十六層,
RPPOMLLKNHLFFDA57CC,1,2251.37,見其他登記事項,見其他登記事項,104年4月15日,四十六層,
RPPOMLLKNHLFFDA57CC,1,470.88,見其他登記事項,見其他登記事項,104年4月15日,四十六層,
RPSOMLLKNHLFFCA77CC,23,42.30,住家用,鋼筋混凝土造,82年7月29日,十層,
RPVOMLLKNHLFFCA08CC,31,195.84,商業用,鋼筋混凝土造,74年7月30日,六層,
RPVOMLLKNHLFFCA08CC,31,55.34,共有部分,鋼筋混凝土造,74年7月30日,六層,
RPWOMLLKNHLFFCA18CC,33,106.15,住家用,鋼筋混凝土造,72年9月12日,七層,
RPWOMLLKNHLFFCA18CC,33,19.30,共有部分,鋼筋混凝土造,72年9月12日,七層,
RPXOMLLKNHLFFCA28CC,14,36.20,商業用,鋼筋混凝土造,90年11月12日,十四層,
RPXOMLLKNHLFFCA28CC,14,7.92,共有部分,鋼筋混凝土造,90年11月12日,十四層,
RPXOMLLKNHLFFCA28CC,13,10.71,商業用,鋼筋混凝土造,92年8月8日,十四層,
RPXOMLLKNHLFFCA28CC,14,21.82,共有部分,鋼筋混凝土造,90年11月12日,十四層,
RPOPMLLKNHLFFCA47CC,8,96.53,住家用,鋼筋混凝土造,97年3月14日,十五層,
RPOPMLLKNHLFFCA47CC,8,35.57,共有部分,鋼筋混凝土造,97年3月14日,十五層,
RPOPMLLKNHLFFCA47CC,8,10.03,共有部分,見其他登記事項,97年3月14日,十五層,
RPPPMLLKNHLFFCA57CC,20,33.56,住家用,鋼筋混凝土造,85年5月30日,十六層,
RPPPMLLKNHLFFCA57CC,20,.48,共有部分,鋼筋混凝土造,85年5月30日,十六層,
RPPPMLLKNHLFFCA57CC,20,5.40,共有部分,鋼筋混凝土造,85年5月30日,十六層,
RPPPMLLKNHLFFCA57CC,20,.87,共有部分,鋼筋混凝土造,85年5月30日,十六層,
RPPPMLLKNHLFFCA57CC,20,4.89,共有部分,鋼筋混凝土造,85年5月30日,十六層,
RPRPMLLKNHLFFCA77CC,35,25.65,住家用,鋼筋混凝土造,70年1月22日,十四層,
RPRPMLLKNHLFFCA77CC,35,10.94,共有部分,鋼筋混凝土造,70年1月22日,十四層,
RPSPMLLKNHLFFCA87CC,5,149.62,住家用,鋼筋混凝土造,100年10月28日,十四層,
RPSPMLLKNHLFFCA87CC,5,15.17,停車空間,鋼筋混凝土造,100年10月28日,十四層,
RPSPMLLKNHLFFCA87CC,5,94.05,見其他登記事項,鋼筋混凝土造,100年10月28日,十四層,
RPTPMLLKNHLFFCA97CC,5,76.14,商業用,鋼筋混凝土造,99年12月1日,十層,
RPTPMLLKNHLFFCA97CC,5,19.88,見其他登記事項,鋼筋混凝土造,99年12月1日,十層,
RPTPMLLKNHLFFCA97CC,5,19.52,見其他登記事項,鋼筋混凝土造,99年12月1日,十層,
RPVPMLLKNHLFFCA18CC,7,24.89,住家用,鋼筋混凝土造,98年3月27日,十三層,
RPVPMLLKNHLFFCA18CC,7,6.23,共有部分,鋼筋混凝土造,98年3月27日,十三層,
RPVPMLLKNHLFFCA18CC,7,8.87,共有部分,鋼筋混凝土造,98年3月27日,十三層,
RPWPMLLKNHLFFCA28CC,5,55.17,住家用,鋼筋混凝土造,100年7月26日,十三層,
RPWPMLLKNHLFFCA28CC,5,13.05,見其他登記事項,鋼筋混凝土造,100年7月26日,十三層,
RPWPMLLKNHLFFCA28CC,5,20.98,見其他登記事項,鋼筋混凝土造,100年7月26日,十三層,
RPUQMLLKNHLFFCA18CC,8,32.76,住家用,鋼筋混凝土造,97年1月4日,十二層,
RPUQMLLKNHLFFCA18CC,8,6.74,共有部分,鋼筋混凝土造,97年1月4日,十二層,
RPUQMLLKNHLFFCA18CC,8,10.26,共有部分,鋼筋混凝土造,97年1月4日,十二層,
RPUQMLLKNHLFFCA18CC,8,22.92,住家用,鋼筋混凝土造,97年1月4日,十二層,
RPUQMLLKNHLFFCA18CC,8,4.71,共有部分,鋼筋混凝土造,97年1月4日,十二層,
RPUQMLLKNHLFFCA18CC,8,7.18,共有部分,鋼筋混凝土造,97年1月4日,十二層,
RPPOMLLKNHLFFEA67CC,5,121.12,住家用,鋼筋混凝土造,99年11月15日,十三層,
RPPOMLLKNHLFFEA67CC,5,24.46,見其他登記事項,鋼筋混凝土造,99年11月15日,十三層,
RPPOMLLKNHLFFEA67CC,5,21.81,見其他登記事項,鋼筋混凝土造,99年11月15日,十三層,
RPPOMLLKNHLFFEA67CC,5,86.74,見其他登記事項,鋼筋混凝土造,99年11月15日,十三層,
RPSOMLLKNHLFFBA67CC,4,67.07,住家用,鋼筋混凝土造,100年11月25日,十四層,
RPSOMLLKNHLFFBA67CC,4,19.12,見其他登記事項,鋼筋混凝土造,100年11月25日,十四層,
RPSOMLLKNHLFFBA67CC,4,21.02,見其他登記事項,鋼筋混凝土造,100年11月25日,十四層,
RPUOMLLKNHLFFBA87CC,35,46.53,商業用,鋼筋混凝土造,70年1月22日,七層,
RPUOMLLKNHLFFBA87CC,35,6.27,共有部分,鋼筋混凝土造,70年1月22日,七層,
RPTNMLLKNHLFFFA08CC,8,125.79,住家用,鋼筋混凝土造,97年9月15日,十四層,
RPTNMLLKNHLFFFA08CC,8,14.69,共有部分,鋼筋混凝土造,97年9月15日,十四層,
RPTNMLLKNHLFFFA08CC,8,27.98,共有部分,鋼筋混凝土造,97年9月15日,十四層,
RPTNMLLKNHLFFFA08CC,8,39.19,共有部分,鋼筋混凝土造,97年9月15日,十四層,
RPUNMLLKNHLFFFA18CC,47,82.67,住商用,加強磚造,58年3月28日,四層,
