鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
南港區,建物,臺北市南港區經貿二路157巷31~60號,0.0,住,,,1050504,土地0建物1車位0,十六層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010716,346.79,4,2,3,有,有,有,120000,346,坡道平面,0.0,0,,RPTOMLKKNHLFFDA87CC
松山區,房地(土地+建物),臺北市松山區富錦街331~360號,31.95,住,,,1050501,土地3建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701224,105.8,3,2,2,有,無,有,30000,284,,0.0,0,,RPXOMLKKNHLFFDA28CC
信義區,建物,臺北市信義區永吉路1~30號,0.0,商,,,1050416,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961106,94.61999999999999,2,2,1,有,有,有,55000,581,,0.0,0,含管理費,RPOPMLKKNHLFFDA47CC
松山區,建物,臺北市松山區寧安街68巷1~30號,0.0,住,,,1050421,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0580621,69.87,2,1,1,有,無,有,24000,343,,0.0,0,,RPPPMLKKNHLFFDA57CC
松山區,建物,臺北市松山區南京東路五段61~90號,0.0,住,,,1050414,土地0建物1車位0,九層,15,辦公商業大樓,商業用,鋼筋混凝土造,0790201,671.9399999999999,0,0,0,無,有,無,346800,516,,0.0,0,,RPPNMLLKNHLFFDA47CC
信義區,建物,臺北市信義區崇德街61~90號,0.0,住,,,1050509,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0770924,76.8,2,1,1,有,無,有,32000,417,,0.0,0,含管理費,RPSNMLLKNHLFFDA77CC
南港區,建物,臺北市南港區經貿二路235巷31~60號,0.0,住,,,1050422,土地0建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990409,217.43,5,2,3,有,有,無,48000,221,坡道平面,33.67,0,,RPTNMLLKNHLFFDA87CC
松山區,建物,臺北市松山區八德路四段511~540號,0.0,商,,,1050420,土地0建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910612,132.1,3,2,2,有,有,有,54000,409,,0.0,0,含管理費出租,RPVNMLLKNHLFFDA08CC
松山區,建物,臺北市松山區健康路15巷31~60號,0.0,住,,,1050501,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0900810,146.51,3,2,2,有,有,有,65000,444,,0.0,0,含管理費出租,RPWNMLLKNHLFFDA18CC
松山區,建物,臺北市松山區八德路三段181~210號,0.0,商,,,1050418,土地0建物0車位0,十層,12,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0860421,32.75,0,0,0,無,無,無,18000,550,,0.0,0,,RPXNMLLKNHLFFDA28CC
信義區,房地(土地+建物),臺北市信義區和平東路三段181~210號,16.72,住,,,1050507,土地1建物1車位0,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010711,102.74000000000001,3,2,2,有,有,有,42000,409,,0.0,0,,RPOOMLLKNHLFFDA47CC
信義區,建物,臺北市信義區忠孝東路五段61~90號,0.0,商,,,1050421,土地0建物5車位0,十五層,46,辦公商業大樓,見其他登記事項,見其他登記事項,1040415,11324.34,0,0,0,無,有,無,10430952,921,,0.0,0,實際租賃層次為15樓至19樓，房東吸收0.637%之公設。,RPPOMLLKNHLFFDA57CC
內湖區,房地(土地+建物),臺北市內湖區大湖山莊街211~240號,11.51,住,,,1050501,土地1建物1車位0,一層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820729,42.3,1,1,1,有,有,有,12000,284,,0.0,0,,RPSOMLLKNHLFFCA77CC
中山區,建物,臺北市中山區中山北路一段105巷1~30號,0.0,商,,,1050422,土地0建物1車位0,二層,6,辦公商業大樓,商業用,鋼筋混凝土造,0740730,251.18,0,0,0,無,有,無,102168,407,,0.0,0,,RPVOMLLKNHLFFCA08CC
內湖區,建物,臺北市內湖區內湖路二段103巷31~60號,0.0,住,,,1050422,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720912,125.45,3,2,2,有,有,無,30000,239,,0.0,0,,RPWOMLLKNHLFFCA18CC
中山區,建物,臺北市中山區中山北路二段77巷1~30號,0.0,商,,,1050420,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0901112,76.64999999999999,2,1,1,有,有,有,30000,391,,0.0,0,,RPXOMLLKNHLFFCA28CC
中山區,建物,臺北市中山區中山北路一段83巷31~60號,0.0,商,,,1050416,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970314,142.13,2,1,2,有,有,有,74000,521,,0.0,0,,RPOPMLLKNHLFFCA47CC
中山區,建物,臺北市中山區明水路541~570號,0.0,住,,,1050421,土地0建物1車位0,十二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850530,45.2,1,1,1,有,有,有,17000,376,,0.0,0,租金含管理費,RPPPMLLKNHLFFCA57CC
中山區,建物,臺北市中山區新生北路三段1~30號,0.0,商,,,1050510,土地0建物1車位0,八層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,0700122,36.589999999999996,1,1,1,有,有,有,16000,437,,0.0,0,,RPRPMLLKNHLFFCA77CC
內湖區,建物,臺北市內湖區內湖路一段691~720號,0.0,商,,,1050509,土地0建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001028,258.84,3,2,2,有,有,有,102744,397,坡道平面,34.94,0,租金內含水、電、瓦斯、網路、有線電視及網路費(其中水、電費、瓦斯費用，每月限額一共新台幣伍仟元正),RPSPMLLKNHLFFCA87CC
中山區,建物,臺北市中山區堤頂大道二段481~510號,0.0,其他,,,1050428,土地0建物1車位0,十層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0991201,115.53999999999999,2,2,2,有,有,有,81000,701,,0.0,0,租金內含營業稅、網路第四台安裝費、網路第四台月租費及大樓管理費,RPTPMLLKNHLFFCA97CC
中山區,建物,臺北市中山區中山北路一段61~90號,0.0,商,,,1050421,土地0建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980327,39.99,1,1,1,有,有,有,24189,605,,0.0,0,,RPVPMLLKNHLFFCA18CC
中山區,建物,臺北市中山區林森北路571~600號,0.0,商,,,1050426,土地0建物1車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726,89.2,1,2,1,有,有,有,59000,661,,0.0,0,,RPWPMLLKNHLFFCA28CC
中山區,房地(土地+建物),臺北市中山區中山北路一段53巷1~30號,12.62,商,,,1050415,土地1建物2車位0,見其他登記事項,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970104,84.57,1,2,1,有,有,有,39800,471,,0.0,0,租金含稅。還有承租二樓。,RPUQMLLKNHLFFCA18CC
北投區,建物,臺北市北投區文林北路94巷31~60號,0.0,住,,,1050425,土地0建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991115,254.13,3,2,2,有,有,有,71000,279,,0.0,0,租金內含管理費。,RPPOMLLKNHLFFEA67CC
萬華區,建物,臺北市萬華區漢口街二段1~30號,0.0,商,,,1050429,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001125,107.21,2,2,1,有,有,有,55000,513,,0.0,0,含管理費出租,RPSOMLLKNHLFFBA67CC
大同區,建物,臺北市大同區環河北路一段91~120號,0.0,其他,,,1050423,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0700122,52.8,0,0,0,無,無,無,25000,473,,0.0,0,,RPUOMLLKNHLFFBA87CC
大安區,建物,臺北市大安區信義路二段91~120號,0.0,其他,,,1050420,土地0建物1車位1,十四層,9,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970915,207.65,4,2,2,有,有,有,100000,564,坡道平面,39.19,5000,,RPTNMLLKNHLFFFA08CC
大安區,房地(土地+建物),臺北市大安區和平東路二段1~30號,98.0,商,,,1050501,土地1建物1車位0,一層,4,店面(店鋪),住商用,加強磚造,0580328,82.67,0,0,0,無,無,無,90000,1089,,0.0,0,,RPUNMLLKNHLFFFA18CC
大安區,建物,臺北市大安區敦化南路一段270巷1~30號,0.0,商,,,1050425,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610830,115.85,3,2,2,有,無,無,40000,345,,0.0,0,,RPQNMLMKNHLFFFA87CC
大安區,建物,臺北市大安區新生南路二段31~60號,0.0,住,,,1050420,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750630,188.22,4,2,3,有,有,有,71000,377,,0.0,0,,RPUNMLMKNHLFFFA28CC
大安區,建物,臺北市大安區敦化南路691~720號,0.0,商,,,1050504,土地0建物1車位0,三層,22,辦公商業大樓,商業用,鋼筋混凝土造,0730709,158.62,0,0,0,無,有,有,70000,441,,0.0,0,,RPVNMLMKNHLFFFA38CC
中正區,房地(土地+建物),臺北市中正區同安街1~30號,78.11,住,,,1050501,土地1建物1車位0,三層,7,辦公商業大樓,住家用,鋼筋混凝土造,1001110,125.8,2,1,2,有,無,有,50000,397,,0.0,0,,RPUNMLMKNHLFFAA87DC
萬華區,房地(土地+建物),臺北市萬華區漢中街1~30號,3.55,商,,,1050501,土地1建物1車位0,六層,13,辦公商業大樓,住家用,鋼筋混凝土造,1011120,88.66,0,0,0,無,無,有,30000,338,,0.0,0,,RPVOMLMKNHLFFBA18DC
中正區,建物,臺北市中正區汀州路二段91~120號,0.0,住,,,1050424,土地0建物1車位0,一層,7,店面(店鋪),住家用,鋼筋混凝土造,0720616,88.81,0,1,1,有,有,無,55000,619,,0.0,0,,RPPNMLMKNHLFFAA27CC
中正區,建物,臺北市中正區羅斯福路一段83巷1~30號,0.0,住,,,1050425,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760115,111.55000000000001,3,2,2,有,無,有,30000,269,,0.0,0,,RPSNMLMKNHLFFAA57CC
中正區,建物,臺北市中正區林森北路9巷1~30號,0.0,商,,,1050421,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0640127,140.58,0,0,0,無,無,無,48000,341,,0.0,0,,RPROMLMKNHLFFBA67CC
中正區,建物,臺北市中正區新生南路一段1~30號,0.0,其他,,,1050510,土地0建物2車位0,一層,12,店面(店鋪),商業用,鋼筋混凝土造,0750723,49.0,0,0,0,無,有,無,120000,2449,,0.0,0,,RPWOMLMKNHLFFBA18CC
士林區,建物,臺北市士林區中山北路六段157巷1~30號,0.0,工,,,1050422,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0971002,101.18,2,2,1,有,有,有,55000,544,,0.0,0,租金含管理費。,RPQNMLMKNHLFFEA77CC
士林區,建物,臺北市士林區天母西路5巷1~30號,0.0,商,,,1050423,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0700309,117.14,3,2,2,有,有,無,33000,282,,0.0,0,,RPSNMLMKNHLFFEA97CC
士林區,建物,臺北市士林區中山北路六段121~150號,0.0,住,,,1050425,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730430,117.72,3,2,2,有,無,無,31000,263,,0.0,0,,RPTNMLMKNHLFFEA08CC
士林區,建物,臺北市士林區天母東路1~30號,0.0,商,,,1050429,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0740515,163.21,3,1,2,有,有,有,65000,398,,0.0,0,,RPROMLMKNHLFFEA97CC
士林區,建物,臺北市士林區天玉街38巷1~30號,0.0,住,,,1050430,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740126,139.23000000000002,3,1,2,有,無,有,40000,287,,0.0,0,,RPUOMLMKNHLFFEA28CC
中山區,建物,臺北市中山區南京東路二段61~90號,0.0,商,,,1050509,土地0建物1車位1,十一層,11,辦公商業大樓,商業用,鋼筋混凝土造,0610714,370.57,0,0,0,無,有,無,160000,432,一樓平面,0.0,0,本戶承租含公設約112坪,RPPNMLMKNHLFFCA47CC
內湖區,建物,臺北市內湖區民權東路六段123巷20弄1~30號,0.0,商,,,1050423,土地0建物1車位1,十層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0930302,140.99,4,2,2,有,有,無,42000,298,坡道平面,0.0,0,,RPRNMLMKNHLFFCA67CC
中山區,建物,臺北市中山區民權西路9巷1~30號,0.0,商,,,1050429,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011112,79.22,1,1,1,有,有,有,50000,631,,0.0,0,,RPVNMLMKNHLFFCA08CC
中山區,建物,臺北市中山區八德路二段271~300號,0.0,商,,,1050512,土地0建物0車位0,一層,2,店面(店鋪),,加強磚造,,114.67,1,1,1,有,無,有,32000,279,,0.0,0,,RPROMLMKNHLFFCA77CC
內湖區,建物,臺北市內湖區金湖路91~120號,0.0,住,,,1050426,土地0建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990518,190.35,3,2,2,有,有,有,59000,372,坡道平面,39.75,3000,,RPUOMLMKNHLFFCA08CC
中山區,建物,臺北市中山區吉林路241~270號,0.0,商,,,1050429,土地0建物0車位0,二層,3,套房(1房1廳1衛),,加強磚造,,20.22,1,0,1,有,無,有,9500,470,,0.0,0,,RPOPMLMKNHLFFCA57CC
中山區,建物,臺北市中山區吉林路241~270號,0.0,商,,,1050421,土地0建物0車位0,二層,3,套房(1房1廳1衛),,加強磚造,,20.22,0,0,1,有,無,有,10000,495,,0.0,0,,RPPPMLMKNHLFFCA67CC
中山區,建物,臺北市中山區吉林路241~270號,0.0,商,,,1050418,土地0建物0車位0,二層,3,套房(1房1廳1衛),,加強磚造,,20.22,1,0,1,有,無,有,10000,495,,0.0,0,,RPQPMLMKNHLFFCA77CC
中山區,建物,臺北市中山區吉林路241~270號,0.0,商,,,1050425,土地0建物0車位0,二層,3,套房(1房1廳1衛),,加強磚造,,20.22,1,0,1,有,無,有,11000,544,,0.0,0,,RPRPMLMKNHLFFCA87CC
松山區,建物,臺北市松山區南京東路四段1~30號,0.0,商,,,1050509,土地0建物1車位0,二層,12,辦公商業大樓,商業用,鋼筋混凝土造,0731114,339.35,6,0,2,有,有,無,155000,457,,0.0,0,,RPPNMLMKNHLFFDA57CC
信義區,建物,臺北市信義區信義路五段91巷1~30號,0.0,住,,,1050415,土地0建物1車位1,二十層,27,住宅大樓(11層含以上有電梯),商業用,鋼骨混凝土造,0820813,304.99,4,2,3,有,有,有,177703,583,坡道平面,32.81,0,,RPVNMLMKNHLFFDA18CC
信義區,建物,臺北市信義區信義路五段150巷1~30號,0.0,住,,,1050511,土地0建物1車位0,九層,30,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0861024,235.45,3,2,2,有,無,有,51613,219,,0.0,0,,RPWNMLMKNHLFFDA28CC
松山區,建物,臺北市松山區民權東路三段106巷3弄61~90號,0.0,住,,,1050428,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740301,128.21,3,1,2,有,有,有,62000,484,,0.0,0,,RPROMLMKNHLFFDA87CC
信義區,建物,臺北市信義區光復南路421~450號,0.0,商,,,1050430,土地0建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970205,83.21000000000001,2,1,1,有,有,有,45000,541,,0.0,0,,RPVOMLMKNHLFFDA28CC
信義區,建物,臺北市信義區基隆路二段151~180號,0.0,商,,,1050430,土地0建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990901,99.52000000000001,2,1,1,有,有,有,45000,452,,0.0,0,,RPWOMLMKNHLFFDA38CC
信義區,建物,臺北市信義區永吉路61~90號,0.0,商,,,1050426,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0891026,152.52,4,2,2,有,有,無,51084,335,,0.0,0,,RPQPMLMKNHLFFDA87CC
信義區,建物,臺北市信義區信義路五段121~150號,0.0,其他,,,1050421,土地0建物1車位0,二十一層,25,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0931130,151.76999999999998,2,1,2,有,有,有,150000,988,,0.0,0,,RPTPMLMKNHLFFDA18CC
松山區,建物,臺北市松山區八德路二段331~360號,0.0,商,,,1050424,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980123,49.01,1,2,1,有,有,有,31680,646,,0.0,0,,RPXPMLMKNHLFFDA58CC
信義區,建物,臺北市信義區林口街151~180號,0.0,住,,,1050512,土地0建物1車位0,一層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0791022,89.72999999999999,0,0,0,無,無,有,23500,262,,0.0,0,,RPOQMLMKNHLFFDA77CC
信義區,建物,臺北市信義區基隆路二段121~150號,0.0,商,,,1050427,土地0建物1車位0,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,0790119,52.22,0,0,0,無,有,無,30000,574,,0.0,0,,RPPQMLMKNHLFFDA87CC
信義區,房地(土地+建物),臺北市信義區忠孝東路四段553巷6弄1~30號,33.75,住,,,1050429,土地1建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,,108.37,3,2,1,有,無,無,85000,784,,0.0,0,租賃期間1050501-1100430,RPQNMLNKNHLFFDA77CC
松山區,建物,臺北市松山區南京東路五段361~390號,0.0,商,,,1050429,土地0建物1車位0,十層,10,辦公商業大樓,商業用,鋼筋混凝土造,0820621,201.62,0,0,2,有,有,無,56000,278,,0.0,0,,RPOOMLNKNHLFFDA67CC
松山區,建物,臺北市松山區健康路181~210號,0.0,住,,,1050511,土地0建物1車位0,一層,12,店面(店鋪),見其他登記事項,鋼筋混凝土造,0820323,84.41,0,0,1,有,有,無,48000,569,,0.0,0,,RPPOMLNKNHLFFDA77CC
松山區,建物,臺北市松山區南京東路三段241~270號,0.0,商,,,1050510,土地0建物1車位0,六層,10,辦公商業大樓,商業用,鋼筋混凝土造,0610308,604.2,3,0,0,有,有,無,363265,601,,0.0,0,,RPUOMLNKNHLFFDA28CC
內湖區,建物,臺北市內湖區新明路298巷1~30號,0.0,,,,1050512,土地0建物1車位3,十二層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990430,300.1,3,2,3,有,有,有,90000,300,坡道平面,49.53,0,,RPPNMLNKNHLFFCA57CC
中山區,建物,臺北市中山區長春路361~390號,0.0,商,,,1050414,土地0建物1車位0,十四層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850710,137.39,2,1,1,有,有,有,49200,358,,0.0,0,租金內含管理費。,RPSNMLNKNHLFFCA87CC
中山區,建物,臺北市中山區林森北路331~360號,0.0,商,,,1050427,土地0建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1021101,261.23,4,2,3,有,有,有,147727,566,坡道平面,26.66,0,,RPXNMLNKNHLFFCA38CC
中山區,建物,臺北市中山區敬業一路181~210號,0.0,商,,,1050512,土地0建物1車位0,一層,9,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0970422,15.899999999999999,1,0,0,無,無,無,16000,1006,,0.0,0,,RPROMLNKNHLFFCA87CC
內湖區,建物,臺北市內湖區洲子街151~180號,0.0,工,,,1050506,土地0建物1車位1,六層,9,廠辦,見其他登記事項,見其他登記事項,0980422,290.42,2,0,0,有,有,無,140000,482,坡道平面,0.0,0,,RPSOMLNKNHLFFCA97CC
內湖區,房地(土地+建物)+車位,臺北市內湖區洲子街91~120號,1879.29,工,,,1050427,土地1建物1車位3,八層,10,廠辦,見其他登記事項,鋼筋混凝土造,1010104,654.99,0,0,0,無,有,無,300000,458,坡道平面,0.0,0,,RPOPMLNKNHLFFCA67CC
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路358巷30弄1~30號,26.8,工,,,1050509,土地1建物1車位2,五層,8,廠辦,工業用,鋼筋混凝土造,0900524,248.03,0,0,0,無,有,無,79000,319,坡道平面,0.0,7000,,RPQPMLNKNHLFFCA87CC
中山區,建物,臺北市中山區中山北路二段65巷1~30號,0.0,商,,,1050504,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0901112,69.37,3,1,1,有,有,有,27000,389,,0.0,0,,RPRPMLNKNHLFFCA97CC
內湖區,建物,臺北市內湖區內湖路一段271~300號,0.0,商,,,1050416,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0730421,128.39,0,0,0,無,無,無,190000,1480,,0.0,0,租金:第1-3年.每月19萬，第4-6年.每月19.5萬,RPQQMLNKNHLFFCA97CC
內湖區,房地(土地+建物),臺北市內湖區文湖街60巷31~60號,161.25,工,,,1050415,土地1建物1車位0,一層,5,廠辦,工業用,鋼筋混凝土造,0790411,368.64,0,0,0,無,無,有,145000,393,,0.0,0,,RPTQMLNKNHLFFCA28CC
中山區,建物,臺北市中山區南京東路二段211~240號,0.0,商,,,1050502,土地0建物1車位0,十一層,12,辦公商業大樓,住家用,鋼筋混凝土造,0680614,229.94,0,0,0,無,有,無,90000,391,,0.0,0,,RPUQMLNKNHLFFCA38CC
北投區,建物,臺北市北投區復興三路61~90號,0.0,住,,,1050506,土地0建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840321,128.66,3,2,2,有,有,無,19000,148,,0.0,0,,RPQNMLNKNHLFFEA87CC
北投區,建物,臺北市北投區行義路186巷1~30號,0.0,住,,,1050510,土地0建物1車位0,二層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780131,115.41,3,2,2,有,無,無,18000,156,,0.0,0,,RPROMLNKNHLFFEA08CC
中正區,建物,臺北市中正區信義路二段61~90號,0.0,商,,,1050428,土地0建物1車位0,八層,12,套房(1房1廳1衛),商業用,鋼筋混凝土造,0861126,38.29,1,1,1,有,有,有,22000,575,,0.0,0,,RPSNMLNKNHLFFBA77CC
中正區,建物,臺北市中正區忠孝東路一段61~90號,0.0,商,,,1050513,土地0建物1車位0,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,0711116,130.92,0,0,0,無,有,無,50000,382,,0.0,0,,RPUNMLNKNHLFFBA97CC
大安區,建物,臺北市大安區忠孝東路四段211~240號,0.0,其他,,,1050504,土地0建物1車位0,二層,13,辦公商業大樓,住家用,鋼筋混凝土造,,220.79000000000002,1,1,1,有,無,無,145000,657,,0.0,0,,RPPNMLNKNHLFFFA87CC
大安區,建物,臺北市大安區基隆路二段91~120號,0.0,商,,,1050511,土地0建物1車位0,十層,12,辦公商業大樓,見使用執照,鋼筋混凝土造,0790901,315.67,8,1,0,有,有,有,150000,475,升降平面,0.0,0,內含B2車位兩個,RPRNMLNKNHLFFFA08CC
大安區,建物,臺北市大安區仁愛路四段91~120號,0.0,商,,,1050421,土地0建物1車位2,五層,15,辦公商業大樓,商業用,鋼筋混凝土造,0730920,332.78999999999996,0,0,0,無,有,無,215000,656,坡道平面,29.22,16000,,RPTNMLNKNHLFFFA28CC
大安區,建物,臺北市大安區新生南路三段54巷1~30號,0.0,住,,,1050506,土地0建物2車位0,二層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0850116,328.96000000000004,6,2,2,有,有,無,85000,258,,0.0,0,,RPPNMLOKNHLFFFA97CC
大安區,建物,臺北市大安區仁愛路四段27巷4弄1~30號,0.0,住,,,1050428,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.65,3,2,2,有,有,無,45000,350,,0.0,0,,RPQNMLOKNHLFFFA08CC
大安區,建物,臺北市大安區信義路四段181~210號,0.0,商,,,1050512,土地0建物1車位0,二層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0731003,180.15,0,0,0,無,有,無,63000,350,,0.0,0,,RPRNMLOKNHLFFFA18CC
士林區,建物,臺北市士林區忠誠路二段151~180號,0.0,住,,,1050415,土地0建物1車位0,九層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0841103,240.89999999999998,3,2,2,有,有,有,100000,415,,0.0,0,,RPPNMLOKNHLFFEA87CC
士林區,建物,臺北市士林區忠誠路一段100巷1~30號,45.65,住,,,1050415,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751103,97.0,3,1,2,有,無,有,25000,258,,0.0,0,,RPQNMLOKNHLFFEA97CC
內湖區,房地(土地+建物),臺北市內湖區新明路498巷1~30號,29.57,住,,,1050501,土地1建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900119,152.0,3,2,2,有,有,有,33000,217,,0.0,0,,RPSNMLOKNHLFFCA97CC
中山區,建物,臺北市中山區松江路31~60號,0.0,商,,,1050427,土地0建物1車位0,三層,11,辦公商業大樓,商業用,鋼筋混凝土造,0620322,498.0,0,0,0,無,有,無,189000,380,,0.0,0,,RPUNMLQKNHLFFCA38CC
內湖區,建物,臺北市內湖區基湖路10巷31~60號,109.75,工,,,1050501,土地0建物1車位0,一層,8,廠辦,工業用,鋼筋混凝土造,0871015,550.41,0,0,0,無,有,無,233100,424,,0.0,0,,RPXOMLQKNHLFFCA78CC
松山區,建物,臺北市松山區光復南路61~90號,0.0,住,,,1050421,土地0建物0車位0,十二層,12,辦公商業大樓,見使用執照,鋼筋混凝土造,0830826,582.41,0,0,0,無,有,無,210000,361,,0.0,0,分割出租,RPWNMLQKNHLFFDA68CC
信義區,建物,臺北市信義區信義路五段91~120號,0.0,其他,,,1050429,土地0建物1車位1,十七層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980702,147.12,1,1,1,有,有,有,58000,394,坡道平面,0.0,0,,RPXNMLQKNHLFFDA78CC
信義區,建物,臺北市信義區吳興街345巷1~30號,0.0,住,,,1050513,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,,74.71,1,0,1,有,無,無,27000,361,,0.0,0,,RPOOMLQKNHLFFDA97CC
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段236巷31~60號,49.56,住,,,1050511,土地1建物1車位1,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860610,138.98,3,2,2,有,有,有,55000,396,坡道平面,39.0,0,,RPUOMLQKNHLFFDA58CC
信義區,建物,臺北市信義區忠孝東路五段451~480號,0.0,其他,,,1050424,土地0建物1車位0,七層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0941006,42.11,1,1,1,有,有,有,28000,665,,0.0,0,,RPOPMLQKNHLFFDA08CC
士林區,建物,臺北市士林區文林路661巷1~30號,0.0,住,,,1050427,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670607,91.2,3,2,2,有,無,無,35000,384,,0.0,0,,RPVNMLQKNHLFFEA68CC
